1,218.493
1,0.320974
0,195.477
1,177.945
1,84.2356
1,34.3921
1,163.21
1,55.4574
1,205.178
1,157.35
1,120.391
1,14.7738
1,247.001
1,254.829
1,88.6208
1,415.545
1,743.469
1,8.54292
1,224.85
1,745.106
1,103.305
1,652.97
1,286.156
1,1064.37
1,98.9909
1,72.6213
1,149.827
1,179.577
1,958.97
1,52.6452
1,1126.76
1,235.666
1,432.998
1,115.425
0,368.922
1,41.5253
1,636.765
1,548.498
1,662.71
1,24.5266
1,325.925
0,408.252
1,422.4
1,642.087
1,9.98313
0,297.437
0,258.69
1,122.072
1,448.252
1,29.9046
1,1011.12
1,747.051
1,386.192
1,715.274
1,327.397
1,885.067
1,381.32
1,66.908
1,601.774
1,391.932
1,564.637
1,19.9856
1,222.173
1,100.42
0,488.415
1,62.3489
0,153.68
1,96.9009
1,99.5941
1,183.546
1,1163.1
1,933.515
1,15.0993
1,147.637
1,784.891
1,1187.72
1,16.0427
1,914.876
1,17.1829
1,214.681
1,755.075
1,604.16
1,74.9849
1,537.762
0,495.714
0,114.575
1,229.133
0,227.089
0,482.636
1,722.796
1,142.606
1,101.623
1,51.6763
1,52.722
1,86.9946
1,236.095
1,116.51
0,113.206
1,495.602
1,11.8301
1,225.364
1,165.184
0,464.187
1,90.7179
1,1452.32
0,382.843
1,481.153
1,186.358
0,166.904
1,110.126
1,598.766
1,62.0421
1,473.801
1,786.946
1,679.459
1,564.705
1,618.22
1,24.1259
1,530.968
1,359.409
1,345.198
1,884.908
1,508.9
1,945.928
1,134.738
1,557.296
1,885.038
0,400.397
1,933.515
1,15.0993
1,347.818
1,404.531
1,710.393
1,46.8606
1,5.01765
1,534.316
0,196.115
1,647.951
1,7.06285
1,529.475
1,941.84
1,52.3507
1,627.805
1,162.934
1,731.641
1,150.788
1,114.074
1,310.266
1,273.647
1,641.128
1,802.238
1,34.6045
1,301.367
1,60.9746
1,233.285
1,1285.94
1,653.208
1,807.65
1,46.1061
1,514.09
0,447.557
1,453.369
1,352.487
1,19.019
1,26.1508
1,45.5034
1,88.0218
1,13.1492
1,408.559
1,382.606
1,1438.4
1,163.839
1,481.243
1,611.414
1,7.06285
0,306.405
1,597.65
1,768.294
1,1036.33
1,101.204
1,97.1264
1,988.141
1,272.249
1,90.4949
1,44.7255
1,496.104
1,729.479
1,8.41547
1,693.685
1,97.8013
1,22.5947
1,103.422
1,303.953
1,588.161
1,756.886
1,86.9107
1,15.0993
1,114.187
1,90.6721
1,1038.84
1,297.66
1,154.449
1,936.133
1,71.5559
1,24.1259
0,492.884
1,218.79
1,512.903
1,230.699
1,864.883
1,279.373
1,230.699
1,46.7205
1,103.934
0,484.565
1,409.643
1,565.969
0,396.08
1,604.276
1,303.157
1,281.761
1,225.746
1,174.906
1,773.98
1,34.7145
1,38.6553
1,754.664
1,478.498
0,59.9738
0,178.148
1,569.644
1,221.596
1,40.5183
1,265.638
1,316.706
1,944.655
1,16.3699
1,493.675
1,504.109
1,105.116
1,429.224
0,431.463
1,235.149
0,342.454
1,49.7453
1,233.939
1,1066.52
1,70.9808
1,480.12
1,405.895
0,450.983
1,235.946
1,57.671
1,788.282
1,28.9101
0,375.626
1,106.793
1,4.02158
1,424.103
0,273.476
1,639.067
1,268.185
1,42.6513
1,1183.58
1,691.385
1,769.279
1,656.896
1,9.73471
1,244.796
0,230.885
1,127.567
1,185.051
1,686.663
0,261.932
1,539.735
1,257.007
1,732.175
1,6.33493
1,200.657
1,541.754
1,691.89
1,201.771
1,757.055
1,943.719
1,10.9126
0,165.031
0,162.501
1,796.707
1,473.319
1,390.36
1,72.691
1,449.914
0,415.023
1,191.533
1,874.128
1,325.813
1,429.135
0,468.459
1,169.982
1,125.224
1,396.215
1,821.212
1,656.659
0,200.775
1,731.848
1,30.8056
1,512.234
1,1024.52
1,340.635
1,503.95
1,643.312
1,12.522
1,510.501
1,186.605
1,286.751
0,391.973
1,426.03
1,475.738
1,28.9346
0,466.13
1,457.961
1,296.124
1,4.1047
1,128.209
1,931.653
1,4
1,511.397
1,333.054
1,715.55
1,465.722
1,957.164
1,17.5677
1,31.1249
1,777.998
1,571.354
1,620.632
1,395.682
1,408.658
1,1054.96
1,381.381
0,383.829
0,204.586
1,87.2116
1,183.945
1,818.007
1,321.748
1,18.5083
0,469.839
1,658.237
1,276.704
1,308.125
1,607.674
1,141.582
1,258.631
1,391.357
1,484.547
1,102.281
1,571.31
1,43.4024
1,111.395
1,355.67
1,773.036
1,866.778
1,20.0261
1,273.329
1,398.274
1,484.148
1,9.39819
1,976.669
1,279.214
1,367.011
1,499.32
1,401.656
1,895.107
1,659.75
0,439.646
1,405.821
1,240.831
1,754.036
1,158.198
1,283.39
0,358.204
1,531.396
1,715.236
1,23.4953
0,41.0935
1,402.077
1,235.946
0,92.8422
1,754.79
1,577.585
1,492.573
0,249.954
1,721.334
1,372.227
0,385.03
1,745.848
0,398.134
1,80.564
1,322.071
1,285.567
1,20.2924
1,171.53
1,249.837
1,116.609
1,25.2745
1,433.158
0,440.026
0,241.354
1,393.924
1,570.516
1,556.566
1,200.775
1,860.805
1,1.57033
0,41.9925
1,7.82133
1,72.0645
0,423.593
1,241.902
1,449.118
1,496.002
0,478.327
1,8.02846
1,918.488
0,455.496
0,470.704
1,517.881
1,348.035
1,88.7573
1,375.426
1,52.1399
1,40.201
0,423.79
0,376.828
1,503.727
1,523.8
1,658.792
0,328.961
1,413.434
1,98.4198
1,383.36
1,74.3499
1,518.904
1,116.51
1,568.838
1,442.442
1,9.47924
1,374.651
1,67.1567
1,29.9046
1,11.5039
1,192.487
1,117.36
1,135.836
1,251.37
1,103.899
1,257.474
1,413.89
1,664.246
1,403.82
1,40.1589
1,269.586
0,241.626
1,195.323
1,437.491
1,674.528
0,237.528
1,297.987
0,330.081
1,277.852
1,985.181
1,52.3063
1,206.707
1,311.459
1,347.493
1,70.9082
1,540.854
1,179.254
1,476.089
1,339.883
1,279.423
0,356.063
1,225.741
1,192.487
0,130.001
1,147.637
1,264.798
1,12.2898
1,252.978
1,382.697
1,83.377
1,88.1031
1,158.698
0,109.817
1,769.016
1,41.7285
1,297.48
1,44.8449
1,73.2012
1,558.787
1,1008.73
1,100.985
1,113.206
1,647.409
1,120.235
1,120.846
1,136.71
0,492.719
1,266.547
1,123.187
1,72.7591
1,428.986
1,632.911
1,35.5802
1,70.7429
1,402.96
1,11.2698
1,225.595
1,643.095
0,487.111
1,95.7937
1,790.621
1,319.417
1,196.685
1,803.223
1,781.993
1,413.587
1,810.431
1,610.963
1,433.499
1,22.6537
1,439.464
1,169.14
1,98.8544
1,1005.87
1,705.76
1,96.9196
1,163.958
1,205.871
1,1021.84
1,1044.57
1,315.126
1,90.8146
1,840.998
1,433.014
1,146.516
1,864.828
1,141.582
0,349.126
1,571.336
1,324.561
1,469.638
1,610.125
0,497.612
0,425.806
1,781.673
1,11.9726
1,117.48
1,194.323
1,27.2971
0,261.362
1,150.496
0,316.655
1,203.349
0,395.423
1,295.055
1,4
1,230.89
1,399.231
1,1039.2
1,708.658
1,305.347
1,3.36896
1,152.225
1,855.031
1,16.0251
1,318.239
1,21.1427
1,275
0,487.068
1,534.665
1,89.9807
1,253.022
0,430
1,71.7404
0,96.4173
1,221.802
1,1094.43
1,130.471
1,180.219
1,86.1999
1,74.3499
1,99.7725
1,192.084
1,691.909
1,151.857
1,45.3082
1,522.523
1,1014.14
0,484.186
1,148.357
1,504.102
1,462.964
0,401.656
0,290.859
0,353.407
1,442.918
1,356.957
1,331.832
1,16.3519
0,286.14
1,961.178
1,115.615
1,903.947
1,90.7204
0,151.857
1,10.9811
1,451.02
1,1009.56
1,1091.95
1,299.217
0,358.943
1,814.883
1,347.617
1,935.616
1,10.7086
1,172.594
0,438.598
1,33.1706
1,79.9032
1,120.194
1,4.94558
0,314.05
0,473.708
1,482.059
0,418.596
0,424.734
0,456.597
1,818.013
1,795.962
1,355.512
1,615.069
1,415.301
1,917.787
1,161.566
1,24.1737
1,263.618
0,372.09
1,63.0215
0,314.414
1,846.484
0,180.047
1,260.715
1,235.512
1,251.079
1,183.375
1,291.453
1,124.508
1,334.997
1,610.161
1,323.644
1,322.827
1,1237.12
1,389.794
1,901.85
1,556.566
0,236.173
1,23.9159
1,35.4943
1,4
1,72.9994
1,735.603
1,237.187
1,65.2059
1,95.7937
0,369.271
1,532.601
1,348.005
1,14.0464
1,626.48
1,629.758
1,5.56023
1,552.664
1,90.9406
1,20.0706
1,321.539
1,85.7029
0,276.503
1,199.408
0,276.444
1,252.816
1,482.62
1,636.422
1,49.3432
1,492.3
1,11.7394
0,436.664
1,517.375
0,33.9558
1,157.747
1,608.118
1,154.81
1,271.681
1,347.818
1,378.326
1,365.198
1,10.7609
1,295.72
1,236.829
1,215.134
1,8
0,432.556
1,403.11
1,250.815
1,65.5525
1,775.414
1,1176.08
1,402.686
1,10.7609
1,742.378
1,4
1,76.0322
1,74.6714
1,314.989
0,299.217
1,42.4502
1,77.4018
1,49.614
1,731.848
1,630.456
1,10.7241
1,95.1993
1,636.746
0,96.4173
0,101.658
1,18.8098
0,221.856
1,789.555
1,23.9911
1,410.7
0,376.339
1,580.617
1,558.787
1,158.198
1,374.437
1,423.79
1,434.302
